timestamp,cpu_r,load_1,load_5,mem_u,total_mem,disk_q,disk_r,disk_w,disk_u,eth1_fi,eth1_fo,in_errs,tcp_timeouts
1564,0.021505,0.011653,0.012263,0.917949,0.0,0.007238,0.0,0.043574,0.0,0.033907,0.024431,0.0,4.5e-05
1565,0.010753,0.01589,0.012263,0.917949,0.0,0.006529,0.000122,0.041081,0.0,0.030876,0.020975,0.0,3.4e-05
1566,0.021505,0.013771,0.011148,0.920513,0.0,0.00667,0.0,0.039585,0.0,0.035373,0.024203,0.0,3.4e-05
1567,0.021505,0.01589,0.011148,0.920513,0.0,0.007522,0.0,0.037084,0.0,0.032305,0.022027,0.0,3.4e-05
1568,0.021505,0.027542,0.013378,0.915385,0.0,0.00738,0.000122,0.051457,0.0,0.030765,0.021545,0.0,2.2e-05
1569,0.021505,0.016949,0.011148,0.917949,0.0,0.005677,0.0,0.032656,0.0,0.028769,0.019939,0.0,3.4e-05
1570,0.010753,0.012712,0.010033,0.920513,0.0,0.008515,0.0,0.042498,0.0,0.035188,0.020711,0.0,4.5e-05
1571,0.010753,0.024364,0.013378,0.917949,0.0,0.007096,0.0,0.035171,0.0,0.035077,0.023466,0.0,3.4e-05
1572,0.010753,0.032839,0.016722,0.917949,0.0,0.00738,0.0,0.039824,0.0,0.027216,0.020176,0.0,4.5e-05
1573,0.021505,0.01589,0.014493,0.910256,0.0,0.007096,0.0,0.043676,0.0,0.034794,0.022527,0.0,3.4e-05
1574,0.010753,0.014831,0.013378,0.910256,0.0,0.004967,0.000122,0.041152,0.0,0.02713,0.020062,0.0,3.4e-05
1575,0.010753,0.018008,0.013378,0.917949,0.0,0.004116,0.0,0.038571,0.0,0.03159,0.022159,0.0,3.4e-05
1576,0.021505,0.006356,0.010033,0.915385,0.0,0.006812,0.000122,0.036766,0.013699,0.028313,0.020185,0.0,3.4e-05
1577,0.021505,0.012712,0.010033,0.915385,0.0,0.005819,0.0,0.033885,0.013699,0.035669,0.021913,0.0,3.4e-05
1578,0.010753,0.011653,0.008919,0.917949,0.0,0.005677,0.000122,0.036929,0.0,0.023422,0.020369,0.0,4.5e-05
1579,0.010753,0.01589,0.008919,0.917949,0.0,0.005819,0.0,0.028826,0.0,0.026046,0.019422,0.0,2.2e-05
1580,0.021505,0.006356,0.006689,0.917949,0.0,0.007096,0.000244,0.043775,0.0,0.036322,0.022747,0.0,2.2e-05
1581,0.010753,0.002119,0.004459,0.915385,0.0,0.004825,0.000122,0.034414,0.0,0.021869,0.017597,0.0,3.4e-05
1582,0.021505,0.025424,0.010033,0.915385,0.0,0.005961,0.0,0.039534,0.0,0.031837,0.022089,0.0,2.2e-05
1583,0.021505,0.013771,0.008919,0.915385,0.0,0.006245,0.0,0.038112,0.0,0.030247,0.019439,0.0,3.4e-05
1584,0.021505,0.005297,0.005574,0.915385,0.0,0.008515,0.0,0.043391,0.013699,0.042433,0.022834,0.0,4.5e-05
1585,0.010753,0.012712,0.006689,0.915385,0.0,0.005393,0.0,0.023762,0.0,0.023705,0.019203,0.0,3.4e-05
1586,0.010753,0.018008,0.008919,0.915385,0.0,0.004684,0.0,0.03302,0.0,0.026748,0.018957,0.0,2.2e-05
1587,0.010753,0.026483,0.013378,0.915385,0.0,0.004116,0.0,0.031805,0.0,0.035521,0.021641,0.0,2.2e-05
1588,0.010753,0.018008,0.013378,0.917949,0.0,0.005535,0.0,0.045804,0.0,0.026182,0.018975,0.0,3.4e-05
1589,0.010753,0.044492,0.022297,0.917949,0.0,0.005109,0.0,0.028223,0.013699,0.032921,0.021554,0.0,4.5e-05
1590,0.010753,0.054025,0.027871,0.915385,0.0,0.005251,0.000122,0.040431,0.013699,0.029939,0.020571,0.0,4.5e-05
1591,0.010753,0.04661,0.0301,0.915385,0.0,0.00369,0.0,0.032632,0.0,0.03695,0.02229,0.0,1.1e-05
1592,0.010753,0.021186,0.024526,0.915385,0.0,0.005109,0.0,0.037822,0.013699,0.036309,0.022062,0.0,3.4e-05
1593,0.021505,0.045551,0.033445,0.917949,0.0,0.005961,0.0,0.049647,0.0,0.037024,0.021633,0.0,2.2e-05
1594,0.010753,0.020127,0.027871,0.917949,0.0,0.004825,0.0,0.044771,0.0,0.028646,0.01972,0.0,3.4e-05
1595,0.010753,0.014831,0.024526,0.915385,0.0,0.004684,0.0,0.045968,0.0,0.034165,0.019553,0.0,3.4e-05
1596,0.010753,0.010593,0.021182,0.923077,0.0,0.006103,0.0,0.037219,0.0,0.034128,0.021369,0.0,5.6e-05
1597,0.010753,0.007415,0.017837,0.923077,0.0,0.005393,0.0,0.032871,0.0,0.027253,0.018799,0.0,2.2e-05
1598,0.010753,0.013771,0.016722,0.910256,0.0,0.00738,0.0,0.046295,0.0,0.02867,0.020036,0.0,4.5e-05
1599,0.010753,0.012712,0.015608,0.910256,0.0,0.005109,0.0,0.029373,0.0,0.028781,0.018501,0.0,2.2e-05
1600,0.010753,0.021186,0.016722,0.915385,0.0,0.007664,0.0,0.057414,0.0,0.033722,0.021115,0.0,3.4e-05
1601,0.010753,0.020127,0.015608,0.917949,0.0,0.004825,0.0,0.032796,0.0,0.032071,0.019106,0.0,3.4e-05
1602,0.021505,0.012712,0.013378,0.915385,0.0,0.0044,0.0,0.034054,0.0,0.029927,0.018334,0.0,3.4e-05
1603,0.021505,0.018008,0.013378,0.910256,0.0,0.006245,0.0,0.043302,0.0,0.024444,0.018211,0.0,3.4e-05
1604,0.021505,0.014831,0.011148,0.912821,0.0,0.006387,0.0,0.057297,0.0,0.035089,0.019624,0.0,3.4e-05
1605,0.021505,0.005297,0.007804,0.915385,0.0,0.005393,0.0,0.045004,0.0,0.031627,0.020887,0.0,3.4e-05
1606,0.010753,0.002119,0.005574,0.915385,0.0,0.004684,0.000122,0.037065,0.0,0.023717,0.01758,0.0,3.4e-05
1607,0.021505,0.025424,0.011148,0.915385,0.0,0.006529,0.000122,0.043849,0.0,0.034202,0.021738,0.0,2.2e-05
1608,0.021505,0.01589,0.010033,0.910256,0.0,0.004684,0.0,0.040352,0.0,0.03435,0.019422,0.0,1.1e-05
1609,0.010753,0.005297,0.006689,0.910256,0.0,0.003832,0.0,0.037336,0.0,0.028264,0.019668,0.0,2.2e-05
1610,0.010753,0.014831,0.007804,0.912821,0.0,0.005393,0.0,0.044626,0.0,0.025689,0.018527,0.0,3.4e-05
1611,0.010753,0.036017,0.012263,0.915385,0.0,0.004967,0.0,0.041189,0.0,0.03371,0.02008,0.0,4.5e-05
1612,0.010753,0.03178,0.015608,0.915385,0.0,0.005393,0.0,0.041409,0.0,0.027882,0.02015,0.0,3.4e-05
1613,0.021505,0.011653,0.011148,0.910256,0.0,0.0044,0.0,0.037322,0.0,0.039833,0.021738,0.0,4.5e-05
1614,0.021505,0.011653,0.010033,0.910256,0.0,0.004258,0.0,0.060266,0.0,0.038059,0.022071,0.0,3.4e-05
1615,0.010753,0.019068,0.013378,0.915385,0.0,0.0044,0.0,0.043952,0.0,0.031171,0.020413,0.0,3.4e-05
1616,0.021505,0.012712,0.011148,0.917949,0.0,0.004116,0.0,0.0318,0.0,0.036691,0.021703,0.0,4.5e-05
1617,0.010753,0.004237,0.007804,0.920513,0.0,0.004684,0.0,0.038973,0.0,0.030395,0.019913,0.0,3.4e-05
1618,0.021505,0.010593,0.006689,0.915385,0.0,0.003548,0.0,0.033292,0.0,0.030223,0.019369,0.0,3.4e-05
1619,0.021505,0.007415,0.006689,0.912821,0.0,0.003406,0.0,0.044621,0.0,0.029915,0.020132,0.0,2.2e-05
1620,0.021505,0.032839,0.013378,0.912821,0.0,0.004542,0.000122,0.063665,0.0,0.035607,0.020132,0.0,2.2e-05
1621,0.021505,0.025424,0.014493,0.912821,0.0,0.004258,0.0,0.045234,0.0,0.03403,0.021764,0.0,1.1e-05
1622,0.021505,0.029661,0.017837,0.915385,0.0,0.004825,0.0,0.03684,0.0,0.033759,0.02151,0.0,3.4e-05
1623,0.021505,0.029661,0.018952,0.907692,0.0,0.004967,0.0,0.054337,0.0,0.034695,0.021404,0.0,3.4e-05
1624,0.021505,0.026483,0.020067,0.905128,0.0,0.003548,0.0,0.055469,0.0,0.033352,0.01922,0.0,4.5e-05
1625,0.021505,0.019068,0.018952,0.915385,0.0,0.004967,0.0,0.045594,0.0,0.037061,0.022212,0.0,2.2e-05
1626,0.021505,0.03178,0.022297,0.920513,0.0,0.00298,0.0,0.045061,0.0,0.034424,0.019966,0.0,3.4e-05
1627,0.010753,0.019068,0.018952,0.920513,0.0,0.003264,0.0,0.033675,0.013699,0.039205,0.021317,0.0,2.2e-05
1628,0.021505,0.026483,0.020067,0.915385,0.0,0.003974,0.0,0.038108,0.0,0.036014,0.021361,0.0,3.4e-05
1629,0.021505,0.029661,0.020067,0.915385,0.0,0.003974,0.0,0.057952,0.0,0.031147,0.020264,0.0,2.2e-05
1630,0.021505,0.01589,0.016722,0.915385,0.0,0.005109,0.0,0.042793,0.0,0.025307,0.019694,0.0,3.4e-05
1631,0.010753,0.011653,0.014493,0.915385,0.0,0.004825,0.0,0.043723,0.0,0.031652,0.018887,0.0,2.2e-05
1632,0.021505,0.019068,0.015608,0.915385,0.0,0.004542,0.0,0.046183,0.0,0.030987,0.020238,0.0,3.4e-05
1633,0.021505,0.021186,0.014493,0.910256,0.0,0.003548,0.0,0.055773,0.0,0.026847,0.018115,0.0,4.5e-05
1634,0.021505,0.014831,0.014493,0.907692,0.0,0.003264,0.0,0.056741,0.0,0.027389,0.019027,0.0,2.2e-05
1635,0.010753,0.01589,0.013378,0.912821,0.0,0.003832,0.000244,0.056165,0.013699,0.023742,0.016781,0.0,3.4e-05
1636,0.021505,0.009534,0.011148,0.912821,0.0,0.00369,0.0,0.049086,0.0,0.030728,0.018641,0.0,3.4e-05
1637,0.010753,0.007415,0.010033,0.912821,0.0,0.003974,0.0,0.044354,0.0,0.025997,0.020097,0.0,2.2e-05
1638,0.010753,0.008475,0.008919,0.912821,0.0,0.005109,0.0,0.042391,0.0,0.033414,0.017448,0.0,2.2e-05
1639,0.021505,0.009534,0.007804,0.912821,0.0,0.004825,0.0,0.048918,0.013699,0.030999,0.019431,0.0,4.5e-05
1640,0.021505,0.003178,0.004459,0.910256,0.0,0.004684,0.0,0.049961,0.0,0.026058,0.016694,0.0,2.2e-05
1641,0.021505,0.001059,0.003344,0.912821,0.0,0.00369,0.0,0.060804,0.0,0.033599,0.020396,0.0,3.4e-05
1642,0.021505,0.007415,0.003344,0.915385,0.0,0.004258,0.0,0.050648,0.0,0.028387,0.017097,0.0,4.5e-05
1643,0.021505,0.092161,0.022297,0.912821,0.0,0.004967,0.0,0.060523,0.0,0.031048,0.01822,0.0,2.2e-05
1644,0.021505,0.044492,0.021182,0.912821,0.0,0.004258,0.0,0.057016,0.0,0.024272,0.018203,0.0,2.2e-05
1645,0.021505,0.09322,0.035674,0.915385,0.0,0.004116,0.0,0.044757,0.0,0.031418,0.018466,0.0,3.4e-05
1646,0.010753,0.045551,0.031215,0.915385,0.0,0.004542,0.0,0.044523,0.0,0.029447,0.019589,0.0,2.2e-05
1647,0.010753,0.043432,0.03233,0.912821,0.0,0.004258,0.0,0.048016,0.0,0.031874,0.019431,0.0,3.4e-05
1648,0.010753,0.034958,0.031215,0.910256,0.0,0.00369,0.000122,0.058606,0.0,0.028251,0.018589,0.0,3.4e-05
1649,0.010753,0.012712,0.023411,0.910256,0.0,0.003832,0.0,0.07413,0.0,0.023101,0.016536,0.0,3.4e-05
1650,0.010753,0.080508,0.036789,0.912821,0.0,0.005677,0.000122,0.064442,0.0,0.021808,0.017632,0.0,4.5e-05
1651,0.010753,0.059322,0.036789,0.910256,0.0,0.005109,0.0,0.056053,0.0,0.026416,0.017194,0.0,3.4e-05
1652,0.010753,0.098517,0.045708,0.912821,0.0,0.003122,0.0,0.044088,0.0,0.027488,0.017974,0.0,2.2e-05
1653,0.021505,0.054025,0.041249,0.910256,0.0,0.003974,0.0,0.045388,0.0,0.027414,0.01858,0.0,2.2e-05
1654,0.021505,0.029661,0.035674,0.910256,0.0,0.005677,0.0,0.068421,0.0,0.0266,0.018027,0.0,3.4e-05
1655,0.021505,0.010593,0.027871,0.912821,0.0,0.004684,0.000122,0.06828,0.013699,0.030506,0.019738,0.0,3.4e-05
1656,0.021505,0.004237,0.022297,0.912821,0.0,0.003406,0.0,0.055427,0.0,0.025861,0.016571,0.0,3.4e-05
1657,0.021505,0.056144,0.03233,0.912821,0.0,0.003832,0.0,0.05459,0.0,0.030518,0.019878,0.0,3.4e-05
1658,0.021505,0.060381,0.036789,0.912821,0.0,0.004542,0.0,0.063834,0.013699,0.027894,0.018659,0.0,2.2e-05
1659,0.021505,0.028602,0.031215,0.910256,0.0,0.004116,0.0,0.06122,0.013699,0.026058,0.019062,0.0,3.4e-05
1660,0.021505,0.023305,0.027871,0.912821,0.0,0.006245,0.0,0.054459,0.0,0.029594,0.01836,0.0,2.2e-05
1661,0.021505,0.009534,0.021182,0.912821,0.0,0.005251,0.0,0.056727,0.0,0.025874,0.016045,0.0,3.4e-05
1662,0.021505,0.007415,0.017837,0.910256,0.0,0.004258,0.0,0.047216,0.0,0.02713,0.019983,0.0,3.4e-05
1663,0.021505,0.018008,0.018952,0.902564,0.0,0.003832,0.000122,0.049778,0.0,0.027069,0.017281,0.0,2.2e-05
1664,0.021505,0.020127,0.017837,0.9,0.0,0.004825,0.000244,0.067392,0.0,0.031923,0.020738,0.0,2.2e-05
1665,0.010753,0.014831,0.016722,0.910256,0.0,0.003974,0.0,0.046678,0.0,0.026761,0.01808,0.0,3.4e-05
1666,0.021505,0.024364,0.018952,0.912821,0.0,0.003832,0.0,0.045481,0.0,0.03228,0.020668,0.0,3.4e-05
1667,0.021505,0.056144,0.031215,0.910256,0.0,0.004825,0.0,0.071483,0.0,0.032477,0.018852,0.0,2.2e-05
1668,0.021505,0.020127,0.024526,0.912821,0.0,0.005819,0.0,0.044172,0.0,0.025652,0.018536,0.0,4.5e-05
1669,0.010753,0.019068,0.022297,0.912821,0.0,0.003832,0.0,0.04327,0.013699,0.029175,0.019861,0.0,3.4e-05
1670,0.010753,0.014831,0.018952,0.912821,0.0,0.004684,0.0,0.060107,0.013699,0.026748,0.019396,0.0,2.2e-05
1671,0.021505,0.010593,0.015608,0.912821,0.0,0.003122,0.0,0.061215,0.0,0.033636,0.022247,0.0,3.4e-05
1672,0.021505,0.012712,0.013378,0.912821,0.0,0.005535,0.0,0.040081,0.0,0.029471,0.020404,0.0,4.5e-05
1673,0.021505,0.020127,0.014493,0.907692,0.0,0.003974,0.0,0.040894,0.0,0.031073,0.021931,0.0,5.6e-05
1674,0.021505,0.018008,0.014493,0.907692,0.0,0.003548,0.0,0.057339,0.0,0.026711,0.019738,0.0,4.5e-05
1675,0.021505,0.018008,0.013378,0.912821,0.0,0.003264,0.0,0.046005,0.0,0.033032,0.021387,0.0,2.2e-05
1676,0.021505,0.010593,0.012263,0.912821,0.0,0.004684,0.000244,0.047604,0.0,0.02442,0.019799,0.0,4.5e-05
1677,0.021505,0.009534,0.010033,0.915385,0.0,0.003406,0.0,0.049114,0.0,0.028375,0.020747,0.0,4.5e-05
1678,0.021505,0.04661,0.022297,0.915385,0.0,0.003974,0.0,0.040076,0.0,0.033808,0.022133,0.0,5.6e-05
1679,0.021505,0.039195,0.024526,0.912821,0.0,0.003832,0.0,0.058251,0.013699,0.02867,0.019352,0.0,3.4e-05
1680,0.021505,0.041314,0.024526,0.912821,0.0,0.004825,0.0,0.053734,0.013699,0.027845,0.021317,0.0,3.4e-05
1681,0.021505,0.014831,0.020067,0.910256,0.0,0.0044,0.0,0.045191,0.0,0.031553,0.020483,0.0,3.4e-05
1682,0.021505,0.029661,0.023411,0.907692,0.0,0.003974,0.0,0.044312,0.013699,0.029188,0.021852,0.0,4.5e-05
1683,0.021505,0.023305,0.021182,0.910256,0.0,0.003264,0.0,0.043938,0.0,0.032453,0.021378,0.0,3.4e-05
1684,0.021505,0.012712,0.017837,0.910256,0.0,0.004825,0.0,0.05905,0.0,0.029779,0.020983,0.0,4.5e-05
1685,0.010753,0.039195,0.024526,0.912821,0.0,0.003974,0.0,0.045509,0.0,0.030284,0.021361,0.0,4.5e-05
1686,0.010753,0.047669,0.028986,0.912821,0.0,0.005109,0.0,0.050957,0.0,0.031738,0.020562,0.0,2.2e-05
1687,0.010753,0.04661,0.0301,0.912821,0.0,0.003406,0.0,0.044008,0.0,0.024999,0.020404,0.0,3.4e-05
1688,0.010753,0.03178,0.027871,0.910256,0.0,0.002555,0.0,0.045491,0.0,0.0266,0.019001,0.0,2.2e-05
1689,0.010753,0.024364,0.024526,0.912821,0.0,0.003406,0.0,0.049138,0.013699,0.02506,0.019483,0.0,3.4e-05
1690,0.010753,0.082627,0.037904,0.912821,0.0,0.005819,0.0,0.050685,0.013699,0.028966,0.019825,0.0,3.4e-05
1691,0.010753,0.040254,0.03233,0.910256,0.0,0.003548,0.000122,0.041493,0.013699,0.03026,0.019185,0.0,3.4e-05
1692,0.010753,0.026483,0.028986,0.910256,0.0,0.003548,0.0,0.038758,0.0,0.028867,0.019711,0.0,3.4e-05
1693,0.021505,0.010593,0.023411,0.907692,0.0,0.0044,0.000122,0.041881,0.013699,0.029286,0.019141,0.0,2.2e-05
1694,0.021505,0.004237,0.017837,0.910256,0.0,0.004967,0.0,0.065452,0.0,0.024395,0.019053,0.0,5.6e-05
1695,0.010753,0.024364,0.021182,0.910256,0.0,0.004684,0.0,0.047183,0.0,0.023668,0.01722,0.0,2.2e-05
1696,0.010753,0.012712,0.017837,0.910256,0.0,0.002838,0.000122,0.043293,0.0,0.025911,0.019553,0.0,4.5e-05
1697,0.010753,0.019068,0.016722,0.912821,0.0,0.00369,0.0,0.044139,0.0,0.025467,0.019553,0.0,4.5e-05
1698,0.021505,0.037076,0.021182,0.912821,0.0,0.0044,0.000122,0.041423,0.0,0.028547,0.020632,0.0,4.5e-05
1699,0.010753,0.032839,0.021182,0.912821,0.0,0.004116,0.0,0.065176,0.013699,0.030925,0.018299,0.0,3.4e-05
1700,0.010753,0.032839,0.021182,0.910256,0.0,0.003548,0.0,0.041315,0.0,0.029792,0.018062,0.0,3.4e-05
1701,0.010753,0.037076,0.024526,0.912821,0.0,0.00298,0.0,0.042891,0.0,0.02941,0.01922,0.0,4.5e-05
1702,0.010753,0.024364,0.022297,0.912821,0.0,0.004542,0.000244,0.040366,0.013699,0.028794,0.018896,0.0,3.4e-05
1703,0.010753,0.026483,0.022297,0.910256,0.0,0.003974,0.0,0.043826,0.0,0.027229,0.01951,0.0,4.5e-05
1704,0.010753,0.009534,0.016722,0.910256,0.0,0.003548,0.000122,0.060042,0.0,0.023804,0.016755,0.0,3.4e-05
1705,0.010753,0.036017,0.022297,0.907692,0.0,0.004258,0.0,0.064334,0.0,0.029594,0.021089,0.0,3.4e-05
1706,0.010753,0.013771,0.017837,0.905128,0.0,0.003974,0.0,0.045879,0.0,0.023779,0.017352,0.0,3.4e-05
1707,0.010753,0.005297,0.013378,0.907692,0.0,0.00369,0.000122,0.050302,0.013699,0.029484,0.020317,0.0,3.4e-05
1708,0.010753,0.005297,0.011148,0.907692,0.0,0.003406,0.0,0.031019,0.0,0.028116,0.018422,0.0,4.5e-05
1709,0.010753,0.028602,0.014493,0.910256,0.0,0.004825,0.0,0.05653,0.027397,0.030876,0.019562,0.0,4.5e-05
1710,0.010753,0.013771,0.012263,0.910256,0.0,0.005961,0.0,0.057652,0.013699,0.029989,0.019852,0.0,2.2e-05
1711,0.010753,0.016949,0.012263,0.910256,0.0,0.004967,0.0,0.048212,0.013699,0.026132,0.01808,0.0,3.4e-05
1712,0.010753,0.009534,0.010033,0.910256,0.0,0.004542,0.0,0.05358,0.013699,0.02628,0.018676,0.0,3.4e-05
1713,0.010753,0.010593,0.010033,0.912821,0.0,0.003974,0.0,0.04983,0.0,0.029225,0.01922,0.0,2.2e-05
1714,0.010753,0.016949,0.012263,0.912821,0.0,0.00369,0.0,0.057694,0.0,0.028079,0.019571,0.0,3.4e-05
1715,0.010753,0.006356,0.008919,0.910256,0.0,0.005109,0.0,0.053743,0.013699,0.024186,0.018097,0.0,2.2e-05
1716,0.010753,0.014831,0.008919,0.910256,0.0,0.003264,0.0,0.048918,0.0,0.02734,0.019255,0.0,1.1e-05
1717,0.010753,0.060381,0.024526,0.910256,0.0,0.003548,0.0,0.049671,0.013699,0.02798,0.020071,0.0,1.1e-05
1718,0.010753,0.036017,0.022297,0.910256,0.0,0.004116,0.0,0.040965,0.013699,0.025442,0.016474,0.0,1.1e-05
1719,0.010753,0.040254,0.024526,0.910256,0.0,0.005393,0.0,0.055006,0.013699,0.027525,0.018869,0.0,2.2e-05
1720,0.021505,0.014831,0.020067,0.910256,0.0,0.0044,0.0,0.037967,0.0,0.026416,0.01786,0.0,4.5e-05
1721,0.010753,0.005297,0.014493,0.910256,0.0,0.002413,0.0,0.042087,0.0,0.032182,0.020431,0.0,1.1e-05
1722,0.010753,0.025424,0.016722,0.910256,0.0,0.00369,0.0,0.044471,0.0,0.027906,0.019211,0.0,4.5e-05
1723,0.021505,0.014831,0.013378,0.907692,0.0,0.003122,0.0,0.043167,0.0,0.030173,0.020027,0.0,3.4e-05
1724,0.010753,0.005297,0.010033,0.907692,0.0,0.003548,0.0,0.059186,0.013699,0.022547,0.017615,0.0,3.4e-05
1725,0.010753,0.032839,0.015608,0.907692,0.0,0.004542,0.0,0.047006,0.0,0.029089,0.019089,0.0,4.5e-05
1726,0.010753,0.013771,0.012263,0.907692,0.0,0.004258,0.000122,0.047595,0.013699,0.028929,0.019685,0.0,2.2e-05
1727,0.010753,0.029661,0.014493,0.910256,0.0,0.003548,0.0,0.039141,0.013699,0.022042,0.018255,0.0,2.2e-05
1728,0.010753,0.014831,0.012263,0.910256,0.0,0.0044,0.0,0.043443,0.013699,0.032243,0.020624,0.0,3.4e-05
1729,0.010753,0.005297,0.008919,0.902564,0.0,0.005677,0.0,0.063651,0.013699,0.022682,0.017238,0.0,2.2e-05
1730,0.021505,0.009534,0.007804,0.902564,0.0,0.004967,0.0,0.03958,0.013699,0.026108,0.019553,0.0,3.4e-05
1731,0.021505,0.050847,0.020067,0.953846,0.0,0.0044,0.0,0.044401,0.0,0.024075,0.017395,0.0,2.2e-05
1732,0.021505,0.03178,0.018952,0.958974,0.0,0.0044,0.0,0.033567,0.013699,0.030863,0.021422,0.0,4.5e-05
1733,0.021505,0.073093,0.028986,0.917949,0.0,0.006387,0.0,0.044004,0.0,0.02628,0.021194,0.0,2.2e-05
1734,0.010753,0.03178,0.023411,0.917949,0.0,0.004967,0.0,0.046664,0.0,0.028301,0.019282,0.0,3.4e-05
1735,0.010753,0.01589,0.020067,0.923077,0.0,0.006529,0.000122,0.062969,0.0,0.035755,0.022141,0.0,3.4e-05
1736,0.010753,0.009534,0.016722,0.917949,0.0,0.004825,0.0,0.049329,0.0,0.04396,0.022159,0.0,3.4e-05
1737,0.021505,0.026483,0.018952,0.920513,0.0,0.005819,0.0,0.04845,0.0,0.037307,0.021659,0.0,4.5e-05
1738,0.021505,0.029661,0.021182,0.923077,0.0,0.003974,0.0,0.029677,0.0,0.032379,0.019264,0.0,3.4e-05
1739,0.032258,0.029661,0.021182,0.917949,0.0,0.004542,0.0,0.046632,0.013699,0.03987,0.022782,0.0,2.2e-05
1740,0.021505,0.014831,0.017837,0.920513,0.0,0.006245,0.000122,0.047314,0.013699,0.030186,0.020922,0.0,3.4e-05
1741,0.021505,0.005297,0.013378,0.920513,0.0,0.004258,0.0,0.035709,0.0,0.03456,0.020729,0.0,1.1e-05
1742,0.021505,0.149364,0.054627,0.915385,0.0,0.006812,0.000122,0.049054,0.0,0.038293,0.021352,0.0,1.1e-05
1743,0.010753,0.059322,0.045708,0.915385,0.0,0.006387,0.0,0.039379,0.0,0.0395,0.020896,0.0,4.5e-05
1744,0.021505,0.022246,0.035674,0.920513,0.0,0.004825,0.0,0.047352,0.013699,0.030629,0.020492,0.0,4.5e-05
1745,0.010753,0.021186,0.031215,0.925641,0.0,0.004967,0.0,0.04009,0.0,0.035324,0.020589,0.0,5.6e-05
1746,0.010753,0.028602,0.031215,0.923077,0.0,0.004967,0.0,0.037378,0.0,0.029262,0.020036,0.0,1.1e-05
1747,0.010753,0.037076,0.031215,0.923077,0.0,0.006812,0.000855,0.040123,0.013699,0.037886,0.021238,0.0,5.6e-05
1748,0.010753,0.013771,0.024526,0.923077,0.0,0.004116,0.0,0.037233,0.013699,0.044121,0.021747,0.0,4.5e-05
1749,0.010753,0.028602,0.024526,0.920513,0.0,0.004967,0.0,0.053192,0.013699,0.034954,0.019825,0.0,4.5e-05
1750,0.010753,0.010593,0.020067,0.920513,0.0,0.007238,0.0,0.045392,0.013699,0.029952,0.018597,0.0,3.4e-05
1751,0.010753,0.004237,0.014493,0.920513,0.0,0.006812,0.0,0.037565,0.0,0.034165,0.021001,0.0,2.2e-05
1752,0.010753,0.001059,0.011148,0.917949,0.0,0.005251,0.000122,0.031248,0.0,0.02851,0.017545,0.0,2.2e-05
1753,0.010753,0.026483,0.015608,0.917949,0.0,0.005535,0.0,0.035877,0.0,0.029828,0.019939,0.0,3.4e-05
1754,0.021505,0.013771,0.013378,0.915385,0.0,0.005677,0.0,0.048899,0.0,0.031036,0.018545,0.0,2.2e-05
1755,0.032258,0.010593,0.011148,0.917949,0.0,0.006387,0.000122,0.041077,0.0,0.036026,0.021159,0.0,4.5e-05
1756,0.021505,0.026483,0.013378,0.923077,0.0,0.006387,0.0,0.04009,0.0,0.0292,0.018404,0.0,3.4e-05
1757,0.021505,0.016949,0.013378,0.917949,0.0,0.006812,0.0,0.04081,0.0,0.03127,0.018167,0.0,5.6e-05
1758,0.010753,0.014831,0.012263,0.912821,0.0,0.00809,0.0,0.043644,0.0,0.038712,0.020641,0.0,2.2e-05
1759,0.010753,0.021186,0.015608,0.917949,0.0,0.005393,0.0,0.037547,0.0,0.029175,0.017211,0.0,4.5e-05
1760,0.010753,0.012712,0.013378,0.920513,0.0,0.008232,0.000122,0.039852,0.0,0.027906,0.017703,0.0,3.4e-05
1761,0.010753,0.040254,0.020067,0.920513,0.0,0.007238,0.0,0.035583,0.0,0.028362,0.01822,0.0,4.5e-05
1762,0.010753,0.026483,0.018952,0.920513,0.0,0.006387,0.0,0.033095,0.0,0.033118,0.01872,0.0,2.2e-05
1763,0.010753,0.012712,0.015608,0.920513,0.0,0.004116,0.0,0.035943,0.0,0.030888,0.017781,0.0,3.4e-05
1764,0.021505,0.01589,0.014493,0.920513,0.0,0.006387,0.0,0.046646,0.0,0.029003,0.018597,0.0,3.4e-05
1765,0.010753,0.010593,0.012263,0.917949,0.0,0.006245,0.0,0.03945,0.0,0.026958,0.016974,0.0,2.2e-05
1766,0.010753,0.026483,0.014493,0.912821,0.0,0.004967,0.0,0.034914,0.0,0.029878,0.016948,0.0,4.5e-05
1767,0.021505,0.027542,0.016722,0.917949,0.0,0.006103,0.0,0.035045,0.0,0.031763,0.018703,0.0,3.4e-05
1768,0.010753,0.021186,0.016722,0.917949,0.0,0.007522,0.0,0.042166,0.0,0.029212,0.017159,0.0,1.1e-05
1769,0.021505,0.018008,0.015608,0.917949,0.0,0.007096,0.000122,0.04795,0.0,0.029471,0.019729,0.0,3.4e-05
1770,0.010753,0.006356,0.011148,0.920513,0.0,0.008799,0.0,0.045958,0.0,0.030777,0.018211,0.0,4.5e-05
1771,0.021505,0.002119,0.007804,0.917949,0.0,0.006954,0.0,0.040034,0.0,0.036432,0.020773,0.0,4.5e-05
1772,0.010753,0.005297,0.006689,0.917949,0.0,0.00738,0.0,0.033535,0.0,0.025134,0.016624,0.0,2.2e-05
